,Unnamed: 0,Dates,Spot t,Spot t-1,Volatility,Duration,Strike,Implied_vol,Change_in_implied_vol,Maturity,Day_of_week,Spot t-2,Spot t-3,Spot t-4,Spot t-5,Spot t-6,Spot t-7,Spot t-8,Change_in_Spot t,Change_in_Spot t-1,Change_in_Spot t-2,Change_in_Spot t-3,Change_in_Spot t-4,Change_in_Spot t-5,Change_in_Spot t-6,Change_in_Spot t-7,Implied_vol t-1,Implied_vol t-2,Implied_vol t-3,Implied_vol t-4,Implied_vol t-5,Implied_vol t-6,Implied_vol t-7,Implied_vol t-8,Change_in_Implied_vol t,Change_in_Implied_vol t-1,Change_in_Implied_vol t-2,Change_in_Implied_vol t-3,Change_in_Implied_vol t-4,Change_in_Implied_vol t-5,Change_in_Implied_vol t-6,Change_in_Implied_vol t-7
10,10,2019-04-04,2879.39,2873.4,37.5652,6M,40,37.58226180267348,-0.6989381973265196,0.5,3,2867.24,2867.19,2834.4,2815.44,2805.37,2818.46,2798.36,0.002084638407461468,0.0021484075277968737,1.7438676892611635e-05,0.011568585944115143,0.006734293751598342,0.003589544338180049,-0.004644380264399759,0.0071827784845409125,38.29977046843461,36.86719142450578,36.347098844862046,35.577523691786624,38.06531379961924,38.19936445210436,37.62932470639995,39.005920587058135,-0.01873401999504088,0.0388578296467839,0.014309053436798957,0.02163093642329821,-0.06535582816757184,-0.0035092377689476834,0.015148816784571785,-0.03529197260158834
11,11,2019-04-03,2873.4,2867.24,38.2812,6M,40,38.29977046843461,1.4327704684346116,0.5,2,2867.19,2834.4,2815.44,2805.37,2818.46,2798.36,2800.71,0.0021484075277968737,1.7438676892611635e-05,0.011568585944115143,0.006734293751598342,0.003589544338180049,-0.004644380264399759,0.0071827784845409125,-0.0008390729493592371,36.86719142450578,36.347098844862046,35.577523691786624,38.06531379961924,38.19936445210436,37.62932470639995,39.005920587058135,37.629818882354826,0.0388578296467839,0.014309053436798957,0.02163093642329821,-0.06535582816757184,-0.0035092377689476834,0.015148816784571785,-0.03529197260158834,0.03656944799563136
12,12,2019-04-02,2867.24,2867.19,36.867,6M,40,36.86719142450578,0.6708914245057898,0.5,1,2834.4,2815.44,2805.37,2818.46,2798.36,2800.71,2854.88,1.7438676892611635e-05,0.011568585944115143,0.006734293751598342,0.003589544338180049,-0.004644380264399759,0.0071827784845409125,-0.0008390729493592371,-0.018974527826038246,36.347098844862046,35.577523691786624,38.06531379961924,38.19936445210436,37.62932470639995,39.005920587058135,37.629818882354826,36.38208056520765,0.014309053436798957,0.02163093642329821,-0.06535582816757184,-0.0035092377689476834,0.015148816784571785,-0.03529197260158834,0.03656944799563136,0.03429540855726669
13,13,2019-04-01,2867.19,2834.4,36.1963,6M,40,36.347098844862046,0.8630988448620442,0.5,0,2815.44,2805.37,2818.46,2798.36,2800.71,2854.88,2824.23,0.011568585944115143,0.006734293751598342,0.003589544338180049,-0.004644380264399759,0.0071827784845409125,-0.0008390729493592371,-0.018974527826038246,0.0108525155529118,35.577523691786624,38.06531379961924,38.19936445210436,37.62932470639995,39.005920587058135,37.629818882354826,36.38208056520765,39.514444147608366,0.02163093642329821,-0.06535582816757184,-0.0035092377689476834,0.015148816784571785,-0.03529197260158834,0.03656944799563136,0.03429540855726669,-0.07927135633490408
14,14,2019-03-29,2834.4,2815.44,35.484,6M,40,35.577523691786624,-2.461976308213373,0.5,4,2805.37,2818.46,2798.36,2800.71,2854.88,2824.23,2832.57,0.006734293751598342,0.003589544338180049,-0.004644380264399759,0.0071827784845409125,-0.0008390729493592371,-0.018974527826038246,0.0108525155529118,-0.002944322646924929,38.06531379961924,38.19936445210436,37.62932470639995,39.005920587058135,37.629818882354826,36.38208056520765,39.514444147608366,39.60740904302453,-0.06535582816757184,-0.0035092377689476834,0.015148816784571785,-0.03529197260158834,0.03656944799563136,0.03429540855726669,-0.07927135633490408,-0.002347159222537729
15,15,2019-03-28,2815.44,2805.37,38.0395,6M,40,38.06531379961924,-0.18498620038076294,0.5,3,2818.46,2798.36,2800.71,2854.88,2824.23,2832.57,2832.94,0.003589544338180049,-0.004644380264399759,0.0071827784845409125,-0.0008390729493592371,-0.018974527826038246,0.0108525155529118,-0.002944322646924929,-0.0001306063665308446,38.19936445210436,37.62932470639995,39.005920587058135,37.629818882354826,36.38208056520765,39.514444147608366,39.60740904302453,39.081921335432455,-0.0035092377689476834,0.015148816784571785,-0.03529197260158834,0.03656944799563136,0.03429540855726669,-0.07927135633490408,-0.002347159222537729,0.013445800248199849
16,16,2019-03-27,2805.37,2818.46,38.2503,6M,40,38.19936445210436,0.6301644521043599,0.5,2,2798.36,2800.71,2854.88,2824.23,2832.57,2832.94,2822.48,-0.004644380264399759,0.0071827784845409125,-0.0008390729493592371,-0.018974527826038246,0.0108525155529118,-0.002944322646924929,-0.0001306063665308446,0.003705960715399236,37.62932470639995,39.005920587058135,37.629818882354826,36.38208056520765,39.514444147608366,39.60740904302453,39.081921335432455,39.43007692809161,0.015148816784571785,-0.03529197260158834,0.03656944799563136,0.03429540855726669,-0.07927135633490408,-0.002347159222537729,0.013445800248199849,-0.00882969600323353
17,17,2019-03-26,2818.46,2798.36,37.5692,6M,40,37.62932470639995,-1.3865752936000533,0.5,1,2800.71,2854.88,2824.23,2832.57,2832.94,2822.48,2808.48,0.0071827784845409125,-0.0008390729493592371,-0.018974527826038246,0.0108525155529118,-0.002944322646924929,-0.0001306063665308446,0.003705960715399236,0.004984902865607019,39.005920587058135,37.629818882354826,36.38208056520765,39.514444147608366,39.60740904302453,39.081921335432455,39.43007692809161,36.294659622286794,-0.03529197260158834,0.03656944799563136,0.03429540855726669,-0.07927135633490408,-0.002347159222537729,0.013445800248199849,-0.00882969600323353,0.0863878415842618
18,18,2019-03-25,2798.36,2800.71,39.0159,6M,40,39.005920587058135,1.1987205870581334,0.5,0,2854.88,2824.23,2832.57,2832.94,2822.48,2808.48,2810.92,-0.0008390729493592371,-0.018974527826038246,0.0108525155529118,-0.002944322646924929,-0.0001306063665308446,0.003705960715399236,0.004984902865607019,-0.000868043202937136,37.629818882354826,36.38208056520765,39.514444147608366,39.60740904302453,39.081921335432455,39.43007692809161,36.294659622286794,36.23836711112376,0.03656944799563136,0.03429540855726669,-0.07927135633490408,-0.002347159222537729,0.013445800248199849,-0.00882969600323353,0.0863878415842618,0.0015533953555472635
19,19,2019-03-22,2800.71,2854.88,37.8072,6M,40,37.629818882354826,1.3730188823548346,0.5,4,2824.23,2832.57,2832.94,2822.48,2808.48,2810.92,2791.52,-0.018974527826038246,0.0108525155529118,-0.002944322646924929,-0.0001306063665308446,0.003705960715399236,0.004984902865607019,-0.000868043202937136,0.006949618845646849,36.38208056520765,39.514444147608366,39.60740904302453,39.081921335432455,39.43007692809161,36.294659622286794,36.23836711112376,36.5229747033874,0.03429540855726669,-0.07927135633490408,-0.002347159222537729,0.013445800248199849,-0.00882969600323353,0.0863878415842618,0.0015533953555472635,-0.007792563299539883
20,20,2019-03-21,2854.88,2824.23,36.2568,6M,40,36.38208056520765,-3.1740194347923563,0.5,3,2832.57,2832.94,2822.48,2808.48,2810.92,2791.52,2783.3,0.0108525155529118,-0.002944322646924929,-0.0001306063665308446,0.003705960715399236,0.004984902865607019,-0.000868043202937136,0.006949618845646849,0.002953328782380555,39.514444147608366,39.60740904302453,39.081921335432455,39.43007692809161,36.294659622286794,36.23836711112376,36.5229747033874,37.108825789530414,-0.07927135633490408,-0.002347159222537729,0.013445800248199849,-0.00882969600323353,0.0863878415842618,0.0015533953555472635,-0.007792563299539883,-0.01578737870785185
21,21,2019-03-20,2824.23,2832.57,39.5561,6M,40,39.514444147608366,-0.09485585239162476,0.5,2,2832.94,2822.48,2808.48,2810.92,2791.52,2783.3,2743.07,-0.002944322646924929,-0.0001306063665308446,0.003705960715399236,0.004984902865607019,-0.000868043202937136,0.006949618845646849,0.002953328782380555,0.01466604935346164,39.60740904302453,39.081921335432455,39.43007692809161,36.294659622286794,36.23836711112376,36.5229747033874,37.108825789530414,37.39929710288109,-0.002347159222537729,0.013445800248199849,-0.00882969600323353,0.0863878415842618,0.0015533953555472635,-0.007792563299539883,-0.01578737870785185,-0.007766758625212106
22,22,2019-03-19,2832.57,2832.94,39.6093,6M,40,39.60740904302453,0.5576090430245344,0.5,1,2822.48,2808.48,2810.92,2791.52,2783.3,2743.07,2748.93,-0.0001306063665308446,0.003705960715399236,0.004984902865607019,-0.000868043202937136,0.006949618845646849,0.002953328782380555,0.01466604935346164,-0.00213173853099194,39.081921335432455,39.43007692809161,36.294659622286794,36.23836711112376,36.5229747033874,37.108825789530414,37.39929710288109,37.45954709759798,0.013445800248199849,-0.00882969600323353,0.0863878415842618,0.0015533953555472635,-0.007792563299539883,-0.01578737870785185,-0.007766758625212106,-0.0016084015794401922
23,23,2019-03-18,2832.94,2822.48,39.0498,6M,40,39.081921335432455,-0.3041786645675515,0.5,0,2808.48,2810.92,2791.52,2783.3,2743.07,2748.93,2771.45,0.003705960715399236,0.004984902865607019,-0.000868043202937136,0.006949618845646849,0.002953328782380555,0.01466604935346164,-0.00213173853099194,-0.008125710368218797,39.43007692809161,36.294659622286794,36.23836711112376,36.5229747033874,37.108825789530414,37.39929710288109,37.45954709759798,36.669449876418476,-0.00882969600323353,0.0863878415842618,0.0015533953555472635,-0.007792563299539883,-0.01578737870785185,-0.007766758625212106,-0.0016084015794401922,0.02154647053179797
24,24,2019-03-15,2822.48,2808.48,39.3861,6M,40,39.43007692809161,3.1277769280916066,0.5,4,2810.92,2791.52,2783.3,2743.07,2748.93,2771.45,2789.65,0.004984902865607019,-0.000868043202937136,0.006949618845646849,0.002953328782380555,0.01466604935346164,-0.00213173853099194,-0.008125710368218797,-0.006524115928521597,36.294659622286794,36.23836711112376,36.5229747033874,37.108825789530414,37.39929710288109,37.45954709759798,36.669449876418476,36.412307119889604,0.0863878415842618,0.0015533953555472635,-0.007792563299539883,-0.01578737870785185,-0.007766758625212106,-0.0016084015794401922,0.02154647053179797,0.007061973735479834
25,25,2019-03-14,2808.48,2810.92,36.3023,6M,40,36.294659622286794,0.13865962228679507,0.5,3,2791.52,2783.3,2743.07,2748.93,2771.45,2789.65,2792.81,-0.000868043202937136,0.006949618845646849,0.002953328782380555,0.01466604935346164,-0.00213173853099194,-0.008125710368218797,-0.006524115928521597,-0.001131476899610018,36.23836711112376,36.5229747033874,37.108825789530414,37.39929710288109,37.45954709759798,36.669449876418476,36.412307119889604,36.21814321776275,0.0015533953555472635,-0.007792563299539883,-0.01578737870785185,-0.007766758625212106,-0.0016084015794401922,0.02154647053179797,0.007061973735479834,0.0053609568265117575
26,26,2019-03-13,2810.92,2791.52,36.156,6M,40,36.23836711112376,-0.2530328888762412,0.5,2,2783.3,2743.07,2748.93,2771.45,2789.65,2792.81,2803.69,0.006949618845646849,0.002953328782380555,0.01466604935346164,-0.00213173853099194,-0.008125710368218797,-0.006524115928521597,-0.001131476899610018,-0.003880600209010307,36.5229747033874,37.108825789530414,37.39929710288109,37.45954709759798,36.669449876418476,36.412307119889604,36.21814321776275,38.741411753439216,-0.007792563299539883,-0.01578737870785185,-0.007766758625212106,-0.0016084015794401922,0.02154647053179797,0.007061973735479834,0.0053609568265117575,-0.06513104250653605
27,27,2019-03-12,2791.52,2783.3,36.4914,6M,40,36.5229747033874,-0.4536252966125999,0.5,1,2743.07,2748.93,2771.45,2789.65,2792.81,2803.69,2784.49,0.002953328782380555,0.01466604935346164,-0.00213173853099194,-0.008125710368218797,-0.006524115928521597,-0.001131476899610018,-0.003880600209010307,0.0068953381050031685,37.108825789530414,37.39929710288109,37.45954709759798,36.669449876418476,36.412307119889604,36.21814321776275,38.741411753439216,39.12118089524473,-0.01578737870785185,-0.007766758625212106,-0.0016084015794401922,0.02154647053179797,0.007061973735479834,0.0053609568265117575,-0.06513104250653605,-0.009707507112896807
28,28,2019-03-11,2783.3,2743.07,36.9766,6M,40,37.108825789530414,-0.31077421046958875,0.5,0,2748.93,2771.45,2789.65,2792.81,2803.69,2784.49,2792.38,0.01466604935346164,-0.00213173853099194,-0.008125710368218797,-0.006524115928521597,-0.001131476899610018,-0.003880600209010307,0.0068953381050031685,-0.002825546666284792,37.39929710288109,37.45954709759798,36.669449876418476,36.412307119889604,36.21814321776275,38.741411753439216,39.12118089524473,39.14136148518469,-0.007766758625212106,-0.0016084015794401922,0.02154647053179797,0.007061973735479834,0.0053609568265117575,-0.06513104250653605,-0.009707507112896807,-0.0005155822172307457
29,29,2019-03-08,2743.07,2748.93,37.4196,6M,40,37.39929710288109,-0.1350028971189161,0.5,4,2771.45,2789.65,2792.81,2803.69,2784.49,2792.38,2793.9,-0.00213173853099194,-0.008125710368218797,-0.006524115928521597,-0.001131476899610018,-0.003880600209010307,0.0068953381050031685,-0.002825546666284792,-0.0005440423780378618,37.45954709759798,36.669449876418476,36.412307119889604,36.21814321776275,38.741411753439216,39.12118089524473,39.14136148518469,39.93048773112852,-0.0016084015794401922,0.02154647053179797,0.007061973735479834,0.0053609568265117575,-0.06513104250653605,-0.009707507112896807,-0.0005155822172307457,-0.019762499553158636
30,30,2019-03-07,2748.93,2771.45,37.5343,6M,40,37.45954709759798,0.7375470975979752,0.5,3,2789.65,2792.81,2803.69,2784.49,2792.38,2793.9,2796.11,-0.008125710368218797,-0.006524115928521597,-0.001131476899610018,-0.003880600209010307,0.0068953381050031685,-0.002825546666284792,-0.0005440423780378618,-0.0007903837831845085,36.669449876418476,36.412307119889604,36.21814321776275,38.741411753439216,39.12118089524473,39.14136148518469,39.93048773112852,37.17250002467714,0.02154647053179797,0.007061973735479834,0.0053609568265117575,-0.06513104250653605,-0.009707507112896807,-0.0005155822172307457,-0.019762499553158636,0.07419430236385709
31,31,2019-03-06,2771.45,2789.65,36.722,6M,40,36.669449876418476,0.2485498764184797,0.5,2,2792.81,2803.69,2784.49,2792.38,2793.9,2796.11,2792.67,-0.006524115928521597,-0.001131476899610018,-0.003880600209010307,0.0068953381050031685,-0.002825546666284792,-0.0005440423780378618,-0.0007903837831845085,0.0012317960947767028,36.412307119889604,36.21814321776275,38.741411753439216,39.12118089524473,39.14136148518469,39.93048773112852,37.17250002467714,38.24426057966032,0.007061973735479834,0.0053609568265117575,-0.06513104250653605,-0.009707507112896807,-0.0005155822172307457,-0.019762499553158636,0.07419430236385709,-0.02802408881067973
32,32,2019-03-05,2789.65,2792.81,36.4209,6M,40,36.412307119889604,0.16430711988959956,0.5,1,2803.69,2784.49,2792.38,2793.9,2796.11,2792.67,2774.88,-0.001131476899610018,-0.003880600209010307,0.0068953381050031685,-0.002825546666284792,-0.0005440423780378618,-0.0007903837831845085,0.0012317960947767028,0.00641108804705067,36.21814321776275,38.741411753439216,39.12118089524473,39.14136148518469,39.93048773112852,37.17250002467714,38.24426057966032,38.74310318716485,0.0053609568265117575,-0.06513104250653605,-0.009707507112896807,-0.0005155822172307457,-0.019762499553158636,0.07419430236385709,-0.02802408881067973,-0.012875649250259236
33,33,2019-03-04,2792.81,2803.69,36.248000000000005,6M,40,36.21814321776275,-2.472956782237248,0.5,0,2784.49,2792.38,2793.9,2796.11,2792.67,2774.88,2784.7,-0.003880600209010307,0.0068953381050031685,-0.002825546666284792,-0.0005440423780378618,-0.0007903837831845085,0.0012317960947767028,0.00641108804705067,-0.003526412180845229,38.741411753439216,39.12118089524473,39.14136148518469,39.93048773112852,37.17250002467714,38.24426057966032,38.74310318716485,39.464033909577324,-0.06513104250653605,-0.009707507112896807,-0.0005155822172307457,-0.019762499553158636,0.07419430236385709,-0.02802408881067973,-0.012875649250259236,-0.01826804436830561
34,34,2019-03-01,2803.69,2784.49,38.6911,6M,40,38.741411753439216,-0.41508824656078497,0.5,4,2792.38,2793.9,2796.11,2792.67,2774.88,2784.7,2779.76,0.0068953381050031685,-0.002825546666284792,-0.0005440423780378618,-0.0007903837831845085,0.0012317960947767028,0.00641108804705067,-0.003526412180845229,0.0017771318387197453,39.12118089524473,39.14136148518469,39.93048773112852,37.17250002467714,38.24426057966032,38.74310318716485,39.464033909577324,39.629854801853405,-0.009707507112896807,-0.0005155822172307457,-0.019762499553158636,0.07419430236385709,-0.02802408881067973,-0.012875649250259236,-0.01826804436830561,-0.004184241731522025
35,35,2019-02-28,2784.49,2792.38,39.1565,6M,40,39.12118089524473,-0.027219104755275225,0.5,3,2793.9,2796.11,2792.67,2774.88,2784.7,2779.76,2775.6,-0.002825546666284792,-0.0005440423780378618,-0.0007903837831845085,0.0012317960947767028,0.00641108804705067,-0.003526412180845229,0.0017771318387197453,0.0014987750396311822,39.14136148518469,39.93048773112852,37.17250002467714,38.24426057966032,38.74310318716485,39.464033909577324,39.629854801853405,38.7451,-0.0005155822172307457,-0.019762499553158636,0.07419430236385709,-0.02802408881067973,-0.012875649250259236,-0.01826804436830561,-0.004184241731522025,0.022835269539978064
36,36,2019-02-27,2792.38,2793.9,39.1484,6M,40,39.14136148518469,-0.8001385148153091,0.5,2,2796.11,2792.67,2774.88,2784.7,2779.76,2775.6,2775.6,-0.0005440423780378618,-0.0007903837831845085,0.0012317960947767028,0.00641108804705067,-0.003526412180845229,0.0017771318387197453,0.0014987750396311822,0.0,39.93048773112852,37.17250002467714,38.24426057966032,38.74310318716485,39.464033909577324,39.629854801853405,38.7451,38.8257261853293,-0.019762499553158636,0.07419430236385709,-0.02802408881067973,-0.012875649250259236,-0.01826804436830561,-0.004184241731522025,0.022835269539978064,-0.002076617574245561
37,37,2019-02-26,2793.9,2796.11,39.9415,6M,40,39.93048773112852,2.7676877311285253,0.5,1,2792.67,2774.88,2784.7,2779.76,2775.6,2775.6,2745.73,-0.0007903837831845085,0.0012317960947767028,0.00641108804705067,-0.003526412180845229,0.0017771318387197453,0.0014987750396311822,0.0,0.010878709851296338,37.17250002467714,38.24426057966032,38.74310318716485,39.464033909577324,39.629854801853405,38.7451,38.8257261853293,38.109886304188684,0.07419430236385709,-0.02802408881067973,-0.012875649250259236,-0.01826804436830561,-0.004184241731522025,0.022835269539978064,-0.002076617574245561,0.018783574304758258
38,38,2019-02-25,2796.11,2792.67,37.1628,6M,40,37.17250002467714,-1.0217999753228568,0.5,0,2774.88,2784.7,2779.76,2775.6,2775.6,2745.73,2753.03,0.0012317960947767028,0.00641108804705067,-0.003526412180845229,0.0017771318387197453,0.0014987750396311822,0.0,0.010878709851296338,-0.0026516238471793554,38.24426057966032,38.74310318716485,39.464033909577324,39.629854801853405,38.7451,38.8257261853293,38.109886304188684,38.81579686999415,-0.02802408881067973,-0.012875649250259236,-0.01826804436830561,-0.004184241731522025,0.022835269539978064,-0.002076617574245561,0.018783574304758258,-0.018186167043530824
39,39,2019-02-22,2792.67,2774.88,38.1943,6M,40,38.24426057966032,-0.5432394203396811,0.5,4,2784.7,2779.76,2775.6,2775.6,2745.73,2753.03,2744.73,0.00641108804705067,-0.003526412180845229,0.0017771318387197453,0.0014987750396311822,0.0,0.010878709851296338,-0.0026516238471793554,0.0030239768574687425,38.74310318716485,39.464033909577324,39.629854801853405,38.7451,38.8257261853293,38.109886304188684,38.81579686999415,38.39530415742168,-0.012875649250259236,-0.01826804436830561,-0.004184241731522025,0.022835269539978064,-0.002076617574245561,0.018783574304758258,-0.018186167043530824,0.010951670309693393
